o_id,a_id
163,1
3021,271
2299,43
100,1176
656,398
4354,517
1795,7
1,223
448,728
1462,254
5529,1446
615,434
5035,1
2,1209
1,2110
940,131
543,294
730,859
2472,11
220,521
5675,502
3,1077
8,745
623,133
6877,38
2155,5
1974,22
6759,6
1162,46
62,30
5381,1
1461,483
1869,38
89,13
6102,36
3634,317
566,521
38,118
8,37
303,118
4227,2
187,1261
4976,129
155,39
448,43
51,118
198,10
862,61
1696,32
4003,12
22,151
1327,2
93,2
3,294
1317,137
127,871
1764,614
2545,105
1893,838
466,7
1074,1
874,1919
48,235
945,115
304,69
396,685
1913,6
149,99
43,416
850,48
361,5
1781,7
806,783
1,84
4863,679
1861,0
81,23
1476,34
0,27
5337,1201
664,50
76,270
138,185
6392,142
809,1444
43,108
375,179
29,49
52,214
6177,983
1034,166
7742,290
497,1
7802,9
8,276
1543,107
56,0
19,116
2667,74
155,372
2600,1
159,944
1252,77
3379,281
1494,6
874,1015
4740,2
32,104
4,6
3344,31
2440,1089
4848,9
497,1613
47,17
1193,795
17,38
1,697
1880,763
26,284
1241,7
127,84
832,75
2560,106
433,16
3913,827
686,5
248,241
130,131
1435,318
7278,17
1711,226
194,737
1667,8
196,23
1586,72
371,11
6973,6
2,1375
1272,5
292,657
10,49
6023,90
72,330
953,199
2803,1355
0,150
131,1088
122,579
27,1939
569,0
1286,45
57,212
66,26
375,4
29,134
2728,35
612,49
8,415
303,200
3857,17
2183,162
1181,59
5,318
2900,336
28,113
692,24
782,158
14,4
853,11
122,7
57,656
6272,21
387,3
27,56
3131,35
340,400
363,17
93,168
40,76
3,64
5656,763
4704,690
653,6
932,195
150,0
2,11
5572,1454
265,1355
373,490
193,668
163,100
721,562
186,207
338,2
1781,221
1,242
921,1
907,242
17,1092
5036,213
6234,1269
736,0
4893,380
3755,483
0,421
23,1115
1842,341
87,80
435,1159
2040,38
313,19
6,30
1938,851
7512,66
1103,261
522,72
63,40
1760,20
1020,29
1082,0
925,14
180,123
37,1758
2913,5
237,7
5556,6
94,400
539,549
283,227
156,19
3696,35
8,10
1366,5
492,106
169,25
1218,4
796,82
178,217
639,466
14,403
51,29
1008,8
2291,36
203,374
1312,48
597,42
2173,24
212,8
373,59
4207,532
410,55
5088,782
278,102
174,55
144,6
26,118
12,5
1838,462
2916,85
1529,22
4097,2
173,22
196,329
1782,123
1715,174
1828,375
29,744
68,18
1,79
7534,2170
614,13
651,21
10,151
5734,106
51,878
821,286
2036,7
0,48
5501,141
973,115
7418,25
48,268
163,557
276,788
43,3
29,44
158,336
2052,415
1608,228
4845,139
741,201
1993,1966
86,22
2483,573
416,14
469,1942
1006,231
1347,233
321,135
3082,918
505,1334
881,79
0,636
1674,66
27,1657
2768,855
4574,221
6558,10
133,321
283,124
2140,5
8,181
1018,2
4543,884
259,4
577,1
886,53
178,76
74,13
7725,5
5637,275
1448,283
3856,204
2369,504
1701,304
177,157
36,80
165,692
22,7
5659,5
2566,4
7795,31
5449,1
118,623
547,309
1545,1179
0,335
78,56
25,172
495,81
873,97
158,3
1562,61
24,99
462,693
983,109
4907,25
185,16
2796,58
143,139
0,139
717,18
2611,119
3017,268
3925,90
57,191
1567,467
3065,24
375,35
15,114
241,59
2582,150
517,45
169,183
782,131
4194,5
14,41
122,224
1669,1970
198,341
696,175
643,488
2,480
27,95
5973,77
880,11
38,381
2082,1
335,1569
84,11
1541,25
1580,561
400,58
2384,473
1089,74
960,2
127,36
150,101
687,326
874,475
4710,300
2,36
417,635
7339,97
723,3
304,1967
1002,54
7871,7
2167,42
462,68
4676,25
314,199
219,206
152,5
6135,1300
48,502
20,4
737,510
209,69
2601,399
997,181
660,59
381,432
275,31
1257,1
261,16
5861,6
51,580
858,124
0,774
1485,49
740,120
468,667
569,112
364,788
2001,19
119,2
66,138
2396,65
38,44
3601,11
1218,33
51,0
141,1982
101,1382
1012,540
500,296
126,422
4179,18
665,1394
107,23
453,47
93,216
1421,0
999,20
37,433
187,12
685,261
4791,9
28,1032
1088,8
55,13
922,248
2959,23
267,5
179,721
550,960
4585,363
135,10
2299,254
746,23
7074,1105
1,98
310,20
533,4
42,545
1861,54
7730,927
671,138
0,85
1305,196
2,1090
147,151
57,21
2477,800
43,38
82,576
3959,17
2947,0
3265,13
3,1128
8,350
4792,78
100,44
688,288
19,62
2492,274
247,60
125,1524
3227,230
203,186
166,2
187,785
136,113
249,456
3388,19
1427,21
3706,18
696,9
18,13
4,72
170,336
631,75
2562,10
7367,1124
4119,14
188,300
1721,106
257,749
222,23
268,299
88,23
2432,9
911,563
1621,370
302,254
1351,1
832,5
1934,0
117,5
154,49
359,72
1800,36
36,61
183,47
1458,43
780,3
3352,94
941,16
1515,183
106,91
48,80
7162,23
253,9
2530,74
29,664
167,814
1700,104
485,199
51,670
1499,150
784,1681
270,444
0,160
3061,213
454,1117
4447,45
825,52
361,1780
241,30
702,253
612,123
4460,63
545,38
854,40
3170,25
2171,1262
247,177
5603,0
962,1929
28,11
5005,13
350,53
4,179
170,711
27,114
458,90
38,342
3528,432
467,232
1541,36
40,118
3,10
37,279
150,94
353,66
1789,945
406,52
2671,2
2,65
4410,109
2306,1159
59,1
4493,1058
5002,824
1984,11
515,274
183,160
102,48
7954,1002
1040,2
0,511
23,1069
761,1302
846,2
138,69
7125,278
1429,1
5581,71
3512,141
2516,28
1244,0
68,789
566,60
241,335
7940,237
275,2
321,320
6960,461
2321,260
636,22
1491,1396
2795,19
38,1
1417,22
612,238
490,1018
6430,18
65,22
51,39
715,124
37,88
1342,43
957,23
1464,181
1143,5
4,294
198,1856
4910,1
61,292
29,1274
400,74
40,481
61,1737
386,21
974,612
1013,2
5649,57
1914,6
28,1061
3409,10
4235,118
615,48
1994,1
728,684
2599,107
419,165
331,913
6274,531
135,33
1781,104
271,609
128,785
1,5
93,695
5216,127
206,78
402,547
404,53
3181,473
390,0
708,27
0,74
154,719
48,326
585,1697
87,63
43,61
603,5
61,561
100,9
63,391
3299,449
930,350
1158,94
826,415
5,26
321,221
51,500
1930,30
129,726
1097,905
43,761
209,657
1973,13
3060,24
75,40
165,166
739,1
8,255
1744,90
2898,30
4529,356
701,54
23,46
4166,226
1042,18
1775,740
2015,53
2,231
477,7
1148,1316
117,32
615,737
654,487
36,26
511,376
22,93
2276,67
5530,25
515,76
40,364
79,21
1421,144
28,725
2238,18
187,124
224,8
1026,243
514,31
2821,17
689,35
589,347
718,1
4030,184
1958,1285
4522,127
6764,2
6801,8
2644,473
1130,80
5771,35
1100,696
0,197
5639,104
7139,591
147,7
1069,260
6093,5
2283,225
693,16
15,4
1048,1
612,64
8,302
905,32
86,123
2349,7
351,13
1755,11
28,32
1098,794
1674,63
7704,1086
203,10
41,452
27,105
1062,147
1417,264
1479,62
340,71
1043,194
40,155
1112,863
4208,464
842,16
19,1031
1402,40
23,163
406,41
922,59
27,725
382,11
737,8
15,785
1193,301
490,168
1,163
633,1636
206,228
817,1
58,423
314,13
5213,996
32,1050
604,126
0,276
3522,53
1381,914
36,2222
34,15
3627,11
5477,17
741,21
264,743
100,483
660,13
2002,0
5,176
2411,3
51,526
6321,24
1035,216
50,1238
76,1902
2198,22
4110,7
52,19
38,26
665,892
1057,66
8,89
928,26
1541,1008
298,270
678,37
293,9
943,67
302,313
122,61
2733,935
387,93
7307,89
1445,158
255,72
2149,49
1530,22
45,762
1516,37
70,87
453,85
1412,376
3103,3
3087,910
40,6
6951,23
4434,5
164,111
7818,2221
712,1371
638,1753
5858,189
3291,1
3390,343
3618,170
827,7
1876,10
82,50
45,190
485,24
1633,132
125,97
3928,1036
2321,72
3370,69
152,90
1955,72
447,45
1390,559
380,0
1159,40
209,232
2246,29
859,82
1357,239
536,111
1419,276
100,22
342,63
692,1934
19,8
261,75
858,9
392,5
32,508
1708,180
2168,6
4,114
260,4
133,274
27,307
7062,2089
2728,360
820,508
1484,43
2248,13
38,1596
236,26
8,1663
118,18
155,4
448,10
450,600
23,5
2,256
168,40
424,178
48,1614
3097,9
50,52
359,2
292,73
634,2069
6499,89
254,14
201,130
1914,118
106,1
514,56
1563,63
1337,981
48,138
1406,149
138,260
163,171
295,2162
186,8
1092,396
384,59
56,1352
893,0
185,193
1414,312
3474,11
1476,1
67,37
2934,27
906,242
3376,1272
2026,194
1276,148
56,31
4157,32
763,41
1134,8
4355,5
71,46
1030,327
216,67
57,1473
2382,180
1569,0
38,268
3,52
30,1075
53,882
74,67
164,193
1093,612
6662,7
221,1
2938,724
22,461
1691,81
220,78
2264,426
713,219
51,1436
533,800
97,366
7965,32
48,5
1574,520
34,232
2,1342
698,67
2237,43
209,22
7602,360
1244,90
6037,122
423,111
264,716
7569,2
7308,425
4337,4
0,885
562,1479
138,975
198,727
507,36
578,337
138,1378
6682,79
2728,2
716,487
7212,563
4649,363
672,133
1684,6
3064,9
2093,1
132,7
351,157
1091,130
2932,0
173,574
853,44
122,38
1194,40
606,300
4,360
1039,128
1622,43
919,6
3500,123
40,43
1089,48
538,310
4898,542
549,150
2893,30
164,116
150,35
814,10
7045,10
1169,9
770,116
2627,31
7153,3
1293,104
543,238
1,211
1202,437
487,597
81,158
1386,57
2351,74
3780,917
309,390
5538,5
78,253
2392,8
447,8
27,1153
4869,357
87,113
1069,69
299,1
670,16
1408,169
1267,116
1140,238
241,306
792,190
3389,21
7532,243
623,129
56,249
2478,148
1280,2
6796,8
7755,141
341,73
161,307
659,44
364,862
1360,111
454,984
294,960
1417,73
2458,482
1721,27
1626,152
833,3
187,1249
701,12
5782,1256
260,613
410,22
781,5
2048,39
5332,0
1046,627
7570,541
5982,94
225,29
7083,166
3,298
10,626
254,19
187,54
3204,649
6950,52
25,0
186,117
1809,327
414,29
128,166
384,80
8,988
499,151
764,921
141,844
1513,150
0,31
2122,4
87,138
161,12
3835,120
4380,41
1793,6
1742,35
3574,127
2202,15
497,5
61,668
86,49
1566,156
5508,100
763,12
431,92
2074,1611
4910,1678
4,2
3397,129
50,320
5205,79
3890,2
843,5
165,17
17,26
3142,366
26,280
28,446
639,356
2176,89
4616,993
164,174
1169,183
2099,1047
606,6
2,176
885,85
50,132
22,38
6472,1329
619,38
2014,59
490,94
538,0
462,216
395,33
2476,1052
6041,215
2579,9
927,7
1886,384
2194,25
0,302
7679,531
2,756
408,3
48,26
11,110
1466,198
1431,516
209,41
4569,305
1562,28
437,41
423,74
1403,734
10,61
2264,11
7903,38
28,1673
1591,8
1243,166
7384,36
717,51
973,137
6526,25
152,341
9,204
214,23
3616,15
555,41
7731,111
66,22
216,439
15,83
1,1505
294,46
8,387
227,25
2453,3
517,14
14,8
353,460
122,3
800,141
7499,1178
387,7
2719,30
27,60
329,308
202,10
6767,3
559,74
10,1205
1857,189
3,68
169,364
245,25
192,155
74,211
97,18
6066,117
2,7
281,68
163,104
4049,36
732,210
296,534
722,43
44,67
4048,107
422,576
325,1179
4040,622
617,33
29,979
2142,8
2587,141
1,1714
845,17
2511,221
2046,211
928,419
4067,4
33,1
4215,62
1384,364
298,103
7497,240
76,48
756,946
2060,105
41,296
1844,990
359,560
1046,1064
5371,5
38,79
61,934
8,14
635,1
1006,408
296,265
51,97
3762,1
256,987
166,370
1132,717
1616,2
1692,175
1551,100
2078,25
292,51
114,869
1682,36
38,1206
93,57
40,443
6090,0
1509,1303
116,334
12,1
201,200
187,45
1476,631
385,2
2599,45
163,149
66,2040
1,67
162,54
56,557
201,1540
81,46
6224,870
0,52
1842,452
152,495
3531,1
546,3
380,109
22,1908
43,7
232,76
2564,367
935,4
294,148
7493,215
4817,494
1158,36
1091,67
616,97
448,1683
136,16
4650,169
341,57
6355,681
2,1641
23,2097
2177,9
843,24
38,506
919,327
8,185
3714,384
3472,795
356,1036
4388,99
28,347
3225,117
1409,926
74,9
23,80
1358,774
680,937
357,567
1,284
524,72
125,285
1022,21
187,166
263,5
1549,43
115,136
2599,422
336,314
82,338
158,7
5795,5
128,86
10,6
319,16
916,38
851,715
67,216
927,614
53,21
0,143
399,57
5480,7
380,224
403,427
313,297
797,7
241,63
497,405
2610,16
146,10
365,150
5785,964
65,122
194,286
1423,21
2909,437
14,45
189,25
544,8
32,220
2784,65
145,83
41,2
260,804
13,220
2177,134
5099,44
84,23
7735,31
4121,260
363,40
5631,90
1038,1
3723,335
127,32
457,12
2471,2
6556,3
1729,15
2,32
562,40
163,79
3747,163
59,46
22,406
248,101
338,27
232,554
1,233
2218,1
1073,269
3737,746
547,162
72,2
381,8
56,647
4837,22
0,478
1766,378
703,700
1630,1505
7127,1161
5302,19
1362,7
1415,19
1595,1803
665,766
370,76
741,43
100,421
3403,2
854,282
5034,140
623,75
4930,45
208,14
138,952
673,37
2031,38
1337,14
4892,0
4161,10
2092,439
887,100
1498,59
3122,91
8,19
7251,2
743,1105
324,1333
51,4
1764,16
722,1331
867,166
1976,0
1284,71
2452,44
2,371
424,1
2115,426
502,334
255,2
165,1419
1,442
734,180
26,31
335,11
999,16
12,30
3278,85
5241,1
916,1604
187,0
542,666
4480,175
286,468
101,475
1966,458
135,6
5772,6
68,59
3,656
485,94
418,137
533,0
699,248
1582,5
261,461
3091,46
30,10
0,41
205,32
906,5
726,386
7100,31
721,2
774,20
1092,23
453,931
460,65
3,1132
545,429
86,15
7366,0
365,60
1075,877
602,89
32,38
1374,618
55,1306
4,52
502,25
20,1122
151,148
1184,145
407,14
2059,0
7583,180
1603,142
455,258
222,27
88,27
752,2
0,1489
23,79
302,2
2,198
477,104
154,61
3814,84
700,0
582,100
40,331
794,124
1047,91
224,23
2,2215
263,32
32,1454
129,4
3263,106
105,22
24,12
63,149
125,188
916,3
556,26
1231,2174
261,178
3702,627
360,115
590,201
80,1
7455,2157
1161,263
972,8
368,268
1594,55
854,44
469,2
568,133
273,799
2420,131
3621,11
445,106
41,37
6544,1336
6111,90
2096,55
1184,44
1555,15
3424,101
107,181
70,59
3,14
1421,354
1525,1986
127,15
205,1245
173,339
7453,462
2,93
500,2
562,5
20,553
59,5
2790,539
2057,31
2963,31
220,48
2589,41
102,52
803,19
1815,122
6944,127
72,231
201,453
21,50
738,548
7,3
1026,41
2113,50
1932,5
5307,241
1800,751
112,966
6,72
105,131
38,633
5486,192
370,41
63,30
33,95
623,54
238,16
1642,10
7873,26
1988,18
551,138
934,278
9,39
3812,745
209,536
38,5
4271,17
5968,11
8,120
2211,55
95,77
155,104
411,2
106,1090
1914,590
632,1330
957,19
2060,487
7084,166
4,290
3752,176
984,30
947,146
7164,11
121,13
1924,35
40,485
6580,27
1435,22
1075,63
335,54
549,172
699,275
150,233
362,3
585,105
1597,96
626,1075
336,761
3823,4
82,21
1168,24
428,41
1832,79
1,25
4234,49
93,691
2949,133
4951,412
8,875
6393,142
3029,24
2669,1
0,78
1992,403
541,1485
5443,90
380,39
1159,9
218,41
626,154
497,86
169,1311
116,648
4137,262
3071,96
19,41
312,29
5,6
298,16
2011,44
270,154
180,28
385,832
3289,328
32,27
165,162
1,1153
8,227
448,105
819,10
88,0
23,42
198,84
786,336
168,7
539,8
36,6
5113,260
2566,54
93,68
372,13
139,356
28,721
528,84
4814,206
196,482
489,120
129,63
689,39
11,63
739,1181
465,16
384,26
7998,14
10,76
215,21
1301,10
3557,630
67,2
4851,274
6669,13
911,311
309,65
650,15
1182,33
1438,79
1048,5
626,17
5096,2173
2188,48
446,388
215,601
40,579
0,2234
588,36
0,517
1289,31
1736,368
3132,37
350,66
7053,1364
511,85
151,4
5670,32
40,159
3,21
526,355
4821,1646
1425,11
1314,894
4050,36
2,118
1595,892
126,161
59,248
225,208
15,797
1,167
384,297
310,427
3509,19
314,9
5967,11
5236,7
2835,173
0,488
6798,226
475,54
48,36
1069,49
827,330
4827,75
580,2
8,513
116,546
1633,463
1045,41
953,1
512,0
406,816
2316,18
3911,2
66,92
730,247
6947,30
1802,25
8,93
100,803
1299,1
506,6
1285,62
7654,10
2969,27
3981,178
1416,178
2043,389
32,801
431,155
502,260
13,7
1062,2
149,583
188,19
1119,68
1050,637
40,10
7629,59
1419,640
26,37
268,42
88,278
3723,178
328,261
1250,4
143,858
768,1421
1379,1813
733,43
454,1748
2219,225
2906,45
1876,22
2825,1
1149,1184
1,60
183,300
485,4
916,194
826,64
81,255
44,5
210,285
30,48
0,99
2934,128
5178,15
1420,705
484,83
447,41
5120,396
1159,36
1770,53
977,86
1454,544
1689,41
1200,42
460,59
8,652
206,563
5126,1
3848,74
1209,844
6317,59
56,152
312,2
796,300
1499,919
473,49
597,424
62,61
726,4
1019,10
1083,581
477,634
218,2099
3270,5
260,0
1415,514
126,835
1456,704
2557,25
2605,43
1935,25
155,24
819,49
1079,855
344,207
51,91
23,1
3063,1196
2210,68
636,582
364,257
643,140
4108,0
875,36
38,1276
3140,100
538,156
116,384
1919,790
2342,186
254,50
1358,685
92,40
2,1447
2299,345
29,682
1103,8
3765,43
10,169
4884,59
5188,9
5481,1
254,974
1070,306
1231,2176
2132,158
5400,25
1538,0
1847,14
413,45
399,238
242,1
5561,10
825,6
186,584
1770,184
43,65
3293,589
1408,3
5975,24
5207,242
2525,91
6368,25
42,26
833,317
5580,151
51,360
2178,134
1637,10
971,139
574,116
332,327
122,159
961,2
216,71
2126,18
6232,1925
1569,4
151,227
4368,27
1366,210
1516,331
40,164
178,14
173,265
4957,25
221,29
4528,447
78,1726
140,37
248,20
1705,0
1,346
898,200
116,11
2114,1
1700,269
40,1883
3799,173
992,2
6018,17
496,881
1093,164
196,114
489,8
664,804
7123,394
661,57
1251,825
1733,101
1512,631
1920,526
6889,1149
437,10
7357,14
319,42
508,113
794,1056
28,1768
542,118
2833,2
2448,32
436,69
332,54
569,37
2876,23
555,22
170,56
857,354
8,418
1684,2
86,239
4340,574
1,943
1033,1
293,16
4724,971
853,40
468,10
1692,315
2,418
825,1615
4,340
1076,16
27,29
329,213
188,8
4919,259
905,624
7786,24
453,124
8,1305
335,120
3278,4
3266,1504
814,14
62,787
629,21
36,281
2707,8
68,138
6670,191
1,215
6649,66
736,35
962,573
4533,90
196,229
1999,21
219,12
23,1140
523,84
101,32
617,2
66,264
873,168
6156,69
522,23
4953,178
2736,1059
1536,344
962,225
194,23
3598,78
7462,593
3114,1407
154,1109
85,239
5150,334
36,1169
8,45
222,106
1589,16
1882,10
448,35
51,126
2381,183
1893,650
701,8
81,1415
316,106
1332,2218
1247,13
87,1013
2,313
4,479
96,1320
4606,38
4947,102
278,5
5878,19
340,326
529,185
515,122
40,410
575,1418
130,4
79,91
26,85
3352,17
187,74
480,48
6148,99
120,23
1886,25
489,166
719,24
1805,45
534,391
1546,1179
1553,173
543,95
656,369
414,1
437,160
1105,1482
718,211
370,325
5149,748
1605,98
81,15
0,19
219,409
2270,9
3238,88
484,35
87,134
1874,20
899,1326
43,100
797,403
29,9
7256,6
1546,370
891,233
3080,164
56,8
1091,32
3635,35
1674,97
1215,67
62,141
445,27
763,0
3547,1111
32,96
2,1608
4,14
1346,1
260,144
165,29
98,80
1493,79
711,6
1241,15
1409,1023
636,694
606,10
2,140
4,1602
1574,37
1175,234
589,1113
59,178
82,241
121,365
5583,6
1,381
3523,4
116,48
254,130
3580,66
196,31
6964,336
129,66
78,31
2574,784
4001,19
1069,999
2193,100
3551,225
7756,34
24,70
10,57
674,0
2340,364
1513,7
104,35
1097,2100
399,30
39,7
569,8
1030,143
5111,24
493,32
3323,477
4239,375
66,18
2064,4
4257,540
3682,143
4831,30
469,56
810,4
42,170
5,294
7361,731
14,12
2326,1426
74,283
971,27
122,15
703,1861
131,225
41,99
50,499
3941,1781
126,606
329,312
5161,26
70,1
808,170
3,72
946,8
231,22
88,288
201,71
733,1564
240,1366
2,3
1051,4
2311,587
3457,353
380,530
3173,31
534,109
1966,350
225,315
686,152
1424,1
3136,1419
2014,170
1,202
1255,2
907,234
616,1091
28,1009
418,21
632,89
81,181
4011,117
523,43
4756,35
87,104
313,27
43,142
6,22
33,5
6933,2059
1414,59
150,896
925,6
194,48
821,85
7979,1064
422,0
265,459
5978,112
1664,64
1883,116
820,2
1138,5
12,1366
169,1
155,82
51,101
1102,698
1365,76
316,71
32,886
5849,16
1337,491
154,393
1659,41
3922,89
1,411
1857,14
515,1
7666,26
116,330
10,603
2416,664
173,14
3439,99
689,240
712,815
4818,215
396,642
7187,18
3708,287
6765,2
68,26
1,71
183,379
7486,141
10,159
1490,4
812,24
134,52
28,1583
67,83
30,101
0,8
627,43
846,203
115,383
2136,18
265,180
177,608
87,253
161,123
1360,695
2401,178
2297,1
5989,1
910,727
1795,603
1304,30
3447,286
3811,43
86,46
379,16
750,1
40,658
402,41
3730,191
116,1189
7624,2184
198,470
606,467
3577,387
654,101
8,189
84,136
402,493
684,1273
140,31
22,31
2059,493
2014,64
220,156
183,8
538,41
206,347
49,44
141,532
367,332
263,1
4376,90
0,327
48,115
7148,1
133,678
2479,32
582,515
1562,5
128,42
718,67
24,107
2352,728
8,592
10,2
674,509
1061,767
660,184
849,1
4722,16
74,800
0,131
399,5
1115,8
1159,1961
972,47
2548,57
8,492
2852,81
3156,7
1566,16
132,53
14,49
0,719
41,6
4,158
387,46
961,213
27,87
3240,344
140,334
696,1746
7422,163
84,19
1066,163
6965,467
2974,0
1368,391
1038,5
139,415
330,270
4330,1
685,392
634,464
1411,2
1051,59
99,1504
2590,67
638,267
1136,129
198,1524
177,2
737,74
2537,1164
732,203
951,107
1984,110
462,76
4536,333
28,1006
72,6
533,135
201,486
58,89
21,83
55,372
500,549
3323,1
495,482
43,165
6,43
1258,176
4338,218
8,731
356,11
1760,1
4071,1467
3564,19
1644,1142
521,364
7146,6
4161,14
41,311
901,89
156,0
38,36
8,23
3385,1279
2633,98
921,1188
70,725
38,1731
238,623
1949,13
4750,128
26,423
28,249
37,101
226,62
235,948
1284,67
2,335
2182,113
758,0
117,440
5881,394
4297,26
50,67
13,77
3302,1
1341,31
573,117
3108,346
1924,2
1142,213
116,375
335,23
0,1158
277,138
173,41
159,106
4212,240
1088,0
454,1554
55,5
371,208
585,10
3632,1
253,140
126,106
2684,172
2774,42
135,2
582,425
1177,255
1,122
220,362
3304,97
8,778
840,39
533,12
337,83
2065,124
2655,19
0,45
9,305
48,281
447,99
4357,72
7708,17
43,30
29,95
1267,15
1304,3
271,6
38,791
7869,2
4797,2063
19,70
312,60
0,2062
1054,98
2851,194
18,5
4,48
3904,9
3108,9
407,10
1,847
4506,104
222,31
259,19
88,31
2395,29
383,104
1054,1173
32,998
553,68
1240,138
48,1548
1431,22
128,1464
490,0
70,268
409,30
1098,10
136,1265
452,107
3319,377
6323,18
3171,702
968,9
253,1
2,1389
110,506
557,73
3549,1381
105,26
785,838
688,23
3299,211
185,3
1476,71
835,89
286,1795
399,32
124,103
80,5
133,5
32,2196
271,139
241,22
4474,4
8,497
1873,8
28,3
321,15
1741,17
2201,21
249,349
122,213
4265,449
1443,803
41,41
131,171
1830,344
880,24
38,334
1184,32
889,286
3809,25
3,114
715,263
164,7
58,526
74,133
23,220
2927,124
16,22
2,89
991,611
96,1544
871,9
163,86
7607,1066
419,32
3998,25
47,1101
432,4
932,369
44,113
618,26
1026,37
1895,53
461,24
3033,69
698,5
1747,2
1348,223
617,83
232,143
105,135
1975,18
63,26
275,10
1091,260
1310,38
51,627
858,97
3137,26
90,23
9,43
569,99
20,429
276,535
27,411
331,1
1661,141
981,71
47,197
86,277
757,544
1536,243
155,108
6667,61
3273,6
482,241
1976,105
92,624
809,8
41,150
2707,390
5,789
2190,675
3151,496
1672,47
2508,2
6080,83
159,113
4862,115
2242,101
3367,137
5549,1
3141,1200
4486,61
4714,74
96,46
760,5
5046,5
4315,13
82,17
1,29
1984,158
907,81
1197,48
1386,123
30,19
0,66
2,528
2166,25
101,102
3457,880
57,0
1770,20
43,53
670,82
271,45
128,341
591,756
2405,721
8,683
190,183
100,49
1495,2
1426,519
56,183
19,45
5,2
1102,275
0,910
1930,6
60,630
198,396
659,106
4,93
149,1940
1973,21
1242,1
857,37
75,32
38,436
1336,53
273,5
155,249
231,306
88,4
1190,3
4374,4
1750,75
23,38
145,348
2,255
168,11
477,31
4795,359
140,81
1085,25
36,2
255,158
2042,492
1,302
335,135
851,221
1990,38
514,23
115,214
316,1275
825,619
917,59
4096,18
1244,162
2693,224
128,100
384,30
220,282
1082,308
7172,17
976,823
858,263
5704,6
53,39
897,321
2611,9
1812,373
2431,464
87,328
2401,5
6634,117
313,251
80,26
693,24
2723,673
545,17
144,662
416,107
824,88
5799,124
118,256
51,329
473,159
436,277
203,2
1289,3
800,48
85,42
1729,541
1104,14
23,2200
57,585
601,4
22,932
6638,0
5721,35
785,78
4967,419
886,86
10,871
4132,114
28,508
254,284
74,110
724,36
874,393
710,19
1782,343
5634,335
573,378
2963,6
197,134
1,187
462,26
47,1192
5919,259
3043,165
286,215
498,361
11,172
6906,25
3019,13
34,7
712,15
1629,21
29,768
963,158
158,188
423,8
545,354
1746,98
953,5
3197,1344
51,534
512,4
678,657
1176,43
399,80
560,304
9,14
27,1877
1616,521
2862,1
170,27
1461,71
8,65
1991,571
1276,74
506,2
5260,1752
19,323
118,159
65,1
0,660
240,41
23,392
1646,102
122,69
553,389
7003,9
1353,686
3092,1398
13,3
804,274
4541,1621
331,416
70,79
40,14
3,130
8,1336
386,6
1052,159
335,89
12,76
4282,214
72,959
1981,22
83,33
1978,1112
2747,602
55,223
81,2204
408,272
749,1041
1876,18
1145,8
239,275
2825,5
22,383
133,1410
1018,686
361,97
1,48
7129,184
485,0
4340,1896
141,756
5036,151
44,1
4570,1
286,66
0,103
2526,11
1549,263
4,1219
5328,404
27,1122
140,1411
336,94
6774,2031
963,11
232,31
1864,5
190,152
19,16
706,170
602,107
129,705
76,118
454,1360
2427,954
1648,1930
3948,101
3648,169
29,473
216,192
38,393
3046,104
1774,68
967,4
28,262
1575,2
448,2
1416,33
2058,141
23,29
2210,64
168,16
1625,182
50,44
1975,1007
4815,4
912,46
1,449
557,2080
206,266
1843,9
1511,143
2206,334
28,714
201,138
3319,1838
187,107
196,395
159,1
558,1765
1830,1166
105,64
128,153
3,715
1239,468
10,85
266,59
655,1491
745,1
67,45
2022,52
295,5
41,1214
2122,35
825,10
57,112
43,69
1408,7
2269,33
15,43
38,888
190,7
2250,350
42,6
1384,21
1437,53
521,76
32,143
749,14
71,38
2606,429
3381,873
705,104
135,666
287,495
6875,10
88,180
51,1832
353,16
406,26
2560,65
6152,451
3703,1162
220,70
538,111
8,1070
116,23
206,145
7011,22
1672,298
328,63
127,689
21,4
2531,124
480,362
1035,1358
2517,49
0,257
2367,1383
742,33
392,683
7277,17
3286,38
262,16
77,15
370,27
100,496
506,555
623,4
3140,1026
7684,117
4953,297
104,2
807,82
332,50
3826,412
6496,127
1579,434
569,41
27,469
2705,349
66,117
52,0
2509,743
8,422
356,414
1,931
386,767
26,534
2932,8
2547,42
1593,61
122,46
468,22
809,54
27,17
1369,14
13,30
3445,455
2405,106
1043,314
734,11
2621,886
40,19
2054,25
335,68
282,112
254,364
235,321
408,309
1136,203
1117,1544
456,1
3106,107
1,43
5246,18
423,340
116,154
79,278
653,483
2312,147
775,16
4685,147
2948,0
590,49
350,1134
48,424
562,1582
3134,22
87,9
1523,230
702,393
460,12
741,109
3343,351
63,113
764,194
1442,64
1428,19
2644,228
1476,359
1575,981
1243,20
3135,1202
1100,443
6639,136
32,489
4394,451
6292,69
981,18
118,15
1259,1213
51,66
1416,6
60,140
2429,167
6325,93
1551,65
50,9
1108,304
1327,22
1260,27
2356,100
432,472
1725,16
67,756
1088,74
5268,453
3196,10
5145,39
135,68
414,5
474,304
614,36
84,1079
1942,236
1854,1320
3105,175
0,23
650,113
466,1442
1519,1
4168,1255
80,84
1371,54
603,160
1712,74
8,256
1774,760
1149,245
891,237
86,73
19,128
6529,95
28,2034
194,1613
249,398
763,4
800,10
32,100
